id,name,absolute_magnitude,est_diameter_m,is_hazardous,epoch_osculation,eccentricity,semi_major_axis,inclination,min_orbit_intersection,orbit_uncertainty,jupiter_tisserand_invariant,mean_anomaly,arg_of_perihelion,relative_velocity_kms
2469929,469929 (2006 AK8),21.13,255.5892695797,False,2461000.5,0.1223946985099388,1.15696403921961,28.94897421708879,0.110504,0,5.316,286.1969237142111,72.05927512934784,14.5291045231
2470594,470594 (2008 MN1),20.12,406.95146556545,False,2461000.5,0.2477260142264537,1.376432932050616,37.22624146827327,0.139507,0,4.574,239.479659946794,244.0603023556012,20.3230962314
2470864,470864 (2008 YV148),20.59,327.7499369808,False,2461000.5,0.1725873433055616,1.429145601028224,12.60132987614796,0.255321,0,4.648,244.1092575837404,103.0697408783562,5.9698011492
2471926,471926 Jormungandr (2013 KN6),18.62,811.9749232641,False,2461000.5,0.850843672087146,1.465698461084444,23.54206938332101,0.0502458,0,4.061,45.22338309839645,232.5427756811188,23.3452588658
2474425,474425 (2002 YF4),18.83,737.127505329,False,2461000.5,0.3338639884492203,1.754650176895152,33.68234408327465,0.428641,0,3.876,276.8653166672018,93.58426228694337,17.1074414313
2474451,474451 (2003 SR15),21.78,189.47094310605002,False,2461000.5,0.2783201010989066,1.277518712110135,14.0851749862598,0.0698074,0,4.996,77.59674309181455,255.6050483785357,19.4192898408
2474532,474532 (2003 VG1),18.95,697.49743820715,False,2461000.5,0.5810409035317305,2.687370913486931,8.88930702218715,0.173732,0,3.092,339.2596896514249,136.0291677652123,6.034663129
2474549,474549 (2003 WX153),18.07,1046.026330881,False,2461000.5,0.602944287523547,2.186009511011999,32.53521767424802,0.0861941,0,3.252,263.6808289415239,63.15745038572338,19.8475268309
2474611,474611 (2004 SB56),19.26,604.7036873646,False,2461000.5,0.2377947244647099,0.8658352893839141,18.69287129983598,0.0545066,0,6.760,286.881813454588,233.5760170511074,13.40535528
2474674,474674 (2005 CZ6),19.17,630.29319295855,False,2461000.5,0.4921992626500929,2.551225174018576,26.65504483003453,0.52008,0,3.129,58.35692139446778,104.711566100578,14.5325933935
2475016,475016 (2005 UO),22.06,166.54922527545,False,2461000.5,0.582593527938056,1.350719532733749,7.703566844223843,0.00185697,0,4.673,325.8814449585054,258.6592128604402,27.6297440894
2475354,475354 (2006 CE),18.41,894.4222963373,False,2461000.5,0.3610828448294349,1.77918723661954,44.30038158248993,0.256377,0,3.705,83.42633704332893,231.3490762846318,0.0
2475534,475534 (2006 TS7),21.25,241.84806492265,True,2461000.5,0.5802934789003668,0.9466849726637355,5.502000582935413,0.0152634,0,6.188,179.8775648430569,300.0558639861109,13.7831215669
